date,country,Total,new_cases,population,growth,PerCapita
2020-02-06,Cyprus,0,0,1189265,0,0
2020-02-07,Cyprus,0,0,1189265,0,0
2020-02-08,Cyprus,0,0,1189265,0,0
2020-02-09,Cyprus,0,0,1189265,0,0
2020-02-10,Cyprus,0,0,1189265,0,0
2020-02-11,Cyprus,0,0,1189265,0,0
2020-02-12,Cyprus,0,0,1189265,0,0
2020-02-13,Cyprus,0,0,1189265,0,0
2020-02-14,Cyprus,0,0,1189265,0,0
2020-02-15,Cyprus,0,0,1189265,0,0
2020-02-16,Cyprus,0,0,1189265,0,0
2020-02-17,Cyprus,0,0,1189265,0,0
2020-02-18,Cyprus,0,0,1189265,0,0
2020-02-19,Cyprus,0,0,1189265,0,0
2020-02-20,Cyprus,0,0,1189265,0,0
2020-02-21,Cyprus,0,0,1189265,0,0
2020-02-22,Cyprus,0,0,1189265,0,0
2020-02-23,Cyprus,0,0,1189265,0,0
2020-02-24,Cyprus,0,0,1189265,0,0
2020-02-25,Cyprus,0,0,1189265,0,0
2020-02-26,Cyprus,0,0,1189265,0,0
2020-02-27,Cyprus,0,0,1189265,0,0
2020-02-28,Cyprus,0,0,1189265,0,0
2020-02-29,Cyprus,0,0,1189265,0,0
2020-03-01,Cyprus,0,0,1189265,0,0
2020-03-02,Cyprus,0,0,1189265,0,0
2020-03-03,Cyprus,0,0,1189265,0,0
2020-03-04,Cyprus,0,0,1189265,0,0
2020-03-05,Cyprus,0,0,1189265,0,0
2020-03-06,Cyprus,0,0,1189265,0,0
2020-03-07,Cyprus,0,0,1189265,0,0
2020-03-08,Cyprus,0,0,1189265,0,0
2020-03-09,Cyprus,2,2,1189265,1,1.6817109727436694e-6
2020-03-10,Cyprus,3,1,1189265,0.5773502691896257,2.522566459115504e-6
2020-03-11,Cyprus,6,3,1189265,0.7071067811865476,5.045132918231008e-6
2020-03-12,Cyprus,6,0,1189265,0,5.045132918231008e-6
2020-03-13,Cyprus,14,8,1189265,0.7559289460184544,1.1771976809205685e-5
2020-03-14,Cyprus,26,12,1189265,0.6793662204867574,2.1862242645667703e-5
2020-03-15,Cyprus,26,0,1189265,0,2.1862242645667703e-5
2020-03-16,Cyprus,33,7,1189265,0.4605661864718383,2.7748231050270546e-5
2020-03-17,Cyprus,46,13,1189265,0.531609533071195,3.8679352373104396e-5
2020-03-18,Cyprus,49,3,1189265,0.24743582965269675,4.12019188322199e-5
2020-03-19,Cyprus,67,18,1189265,0.5183210553488161,5.6337317586912924e-5
2020-03-20,Cyprus,67,0,1189265,0,5.6337317586912924e-5
2020-03-21,Cyprus,84,17,1189265,0.4498677054212187,7.063186085523411e-5
2020-03-22,Cyprus,95,11,1189265,0.3402785236893603,7.98812712053243e-5
2020-03-23,Cyprus,116,21,1189265,0.4254814716983816,9.753923641913282e-5
2020-03-24,Cyprus,124,8,1189265,0.254000254000381,1.042660803101075e-4
2020-03-25,Cyprus,132,8,1189265,0.24618298195866548,1.1099292420108218e-4
2020-03-26,Cyprus,146,14,1189265,0.30966176864266615,1.2276490101028787e-4
2020-03-27,Cyprus,162,16,1189265,0.31426968052735443,1.3621858879223723e-4
2020-03-28,Cyprus,179,17,1189265,0.3081753835709565,1.505131320605584e-4
2020-03-29,Cyprus,214,35,1189265,0.40441488828820193,1.7994307408357262e-4
2020-03-30,Cyprus,230,16,1189265,0.2637521893583148,1.9339676186552198e-4
2020-03-31,Cyprus,262,32,1189265,0.3494816226644152,2.203041374294207e-4
2020-04-01,Cyprus,320,58,1189265,0.42573465914816,2.690737556389871e-4
2020-04-02,Cyprus,356,36,1189265,0.317999364001908,2.9934455314837313e-4
2020-04-03,Cyprus,396,40,1189265,0.3178208630818641,3.3297877260324657e-4
2020-04-04,Cyprus,426,30,1189265,0.2653724462171376,3.582044371944016e-4
2020-04-05,Cyprus,446,20,1189265,0.21176177494381335,3.750215469218383e-4
2020-04-06,Cyprus,465,19,1189265,0.20213909828077162,3.9099780116290313e-4
2020-04-07,Cyprus,494,29,1189265,0.24229001927709598,4.153826102676863e-4
2020-04-08,Cyprus,526,32,1189265,0.24665056639128297,4.4228998583158505e-4
2020-04-09,Cyprus,564,38,1189265,0.2595686547424837,4.742424943137148e-4
2020-04-10,Cyprus,595,31,1189265,0.22825608499256805,5.003090143912417e-4
2020-04-11,Cyprus,616,21,1189265,0.1846372364689991,5.179669796050502e-4
2020-04-12,Cyprus,633,17,1189265,0.16387873604095898,5.322615228733714e-4
2020-04-13,Cyprus,662,29,1189265,0.20930037392627793,5.566463319781545e-4
2020-04-14,Cyprus,695,33,1189265,0.21790368144776537,5.843945630284251e-4
2020-04-15,Cyprus,715,20,1189265,0.16724840200141816,6.012116727558618e-4
2020-01-22,Denmark,0,0,5793636,0,0
2020-01-23,Denmark,0,0,5793636,0,0
2020-01-24,Denmark,0,0,5793636,0,0
2020-01-25,Denmark,0,0,5793636,0,0
2020-01-26,Denmark,0,0,5793636,0,0
2020-01-27,Denmark,0,0,5793636,0,0
2020-01-28,Denmark,0,0,5793636,0,0
2020-01-29,Denmark,0,0,5793636,0,0
2020-01-30,Denmark,0,0,5793636,0,0
2020-01-31,Denmark,0,0,5793636,0,0
2020-02-01,Denmark,0,0,5793636,0,0
2020-02-02,Denmark,0,0,5793636,0,0
2020-02-03,Denmark,0,0,5793636,0,0
2020-02-04,Denmark,0,0,5793636,0,0
2020-02-05,Denmark,0,0,5793636,0,0
2020-02-06,Denmark,0,0,5793636,0,0
2020-02-07,Denmark,0,0,5793636,0,0
2020-02-08,Denmark,0,0,5793636,0,0
2020-02-09,Denmark,0,0,5793636,0,0
2020-02-10,Denmark,0,0,5793636,0,0
2020-02-11,Denmark,0,0,5793636,0,0
2020-02-12,Denmark,0,0,5793636,0,0
2020-02-13,Denmark,0,0,5793636,0,0
2020-02-14,Denmark,0,0,5793636,0,0
2020-02-15,Denmark,0,0,5793636,0,0
2020-02-16,Denmark,0,0,5793636,0,0
2020-02-17,Denmark,0,0,5793636,0,0
2020-02-18,Denmark,0,0,5793636,0,0
2020-02-19,Denmark,0,0,5793636,0,0
2020-02-20,Denmark,0,0,5793636,0,0
2020-02-21,Denmark,0,0,5793636,0,0
2020-02-22,Denmark,0,0,5793636,0,0
2020-02-23,Denmark,0,0,5793636,0,0
2020-02-24,Denmark,0,0,5793636,0,0
2020-02-25,Denmark,0,0,5793636,0,0
2020-02-26,Denmark,0,0,5793636,0,0
2020-02-27,Denmark,1,1,5793636,1,1.7260318045524433e-7
2020-02-28,Denmark,1,0,5793636,0,1.7260318045524433e-7
2020-02-29,Denmark,3,2,5793636,0.816496580927726,5.17809541365733e-7
2020-03-01,Denmark,4,1,5793636,0.5,6.904127218209773e-7
2020-03-02,Denmark,4,0,5793636,0,6.904127218209773e-7
2020-03-03,Denmark,6,2,5793636,0.5773502691896257,1.035619082731466e-6
2020-03-04,Denmark,11,5,5793636,0.674199862463242,1.8986349850076878e-6
2020-03-05,Denmark,11,0,5793636,0,1.8986349850076878e-6
2020-03-06,Denmark,24,13,5793636,0.7359800721939872,4.142476330925864e-6
2020-03-07,Denmark,24,0,5793636,0,4.142476330925864e-6
2020-03-08,Denmark,37,13,5793636,0.5927489783638191,6.386317676844041e-6
2020-03-09,Denmark,92,55,5793636,0.7731921410338582,1.587949260188248e-5
2020-03-10,Denmark,264,172,5793636,0.8071648849616486,4.5567239640184506e-5
2020-03-11,Denmark,444,180,5793636,0.6367145399670133,7.663581212212849e-5
2020-03-12,Denmark,617,173,5793636,0.5295176851912577,1.0649616234088576e-4
2020-03-13,Denmark,804,187,5793636,0.48227281146319756,1.3877295708601646e-4
2020-03-14,Denmark,836,32,5793636,0.19564639521780738,1.4429625886058426e-4
2020-03-15,Denmark,875,39,5793636,0.21111946516469904,1.510277828983388e-4
2020-03-16,Denmark,933,58,5793636,0.24932921800227278,1.6103876736474297e-4
2020-03-17,Denmark,1025,92,5793636,0.2995932201518846,1.7691825996662546e-4
2020-03-18,Denmark,1116,91,5793636,0.28555423064278496,1.926251493880527e-4
2020-03-19,Denmark,1225,109,5793636,0.2982944716831586,2.114388960576743e-4
2020-03-20,Denmark,1337,112,5793636,0.28942984211696865,2.307704522686617e-4
2020-03-21,Denmark,1420,83,5793636,0.2417658044996275,2.4509651624644694e-4
2020-03-22,Denmark,1514,94,5793636,0.24917300468060094,2.6132121520923993e-4
2020-03-23,Denmark,1572,58,5793636,0.19208246744628843,2.713321996756441e-4
2020-03-24,Denmark,1718,146,5793636,0.29151764583759165,2.965322640221098e-4
2020-03-25,Denmark,1862,144,5793636,0.27809386479559295,3.2138712200766495e-4
2020-03-26,Denmark,2023,161,5793636,0.2821077366654541,3.491762340609593e-4
2020-03-27,Denmark,2200,177,5793636,0.28364510476041266,3.797269970015375e-4
2020-03-28,Denmark,2366,166,5793636,0.26487847897129557,4.083791249571081e-4
2020-03-29,Denmark,2564,198,5793636,0.27789042610992726,4.425545546872465e-4
2020-03-30,Denmark,2755,191,5793636,0.26330304526896925,4.7552176215419817e-4
2020-03-31,Denmark,3039,284,5793636,0.30569886056882295,5.245410654034875e-4
2020-04-01,Denmark,3290,251,5793636,0.276209690838446,5.678644636977539e-4
2020-04-02,Denmark,3573,283,5793636,0.28143409483237275,6.16711163766588e-4
2020-04-03,Denmark,3946,373,5793636,0.30745097557522755,6.810921500763941e-4
2020-04-04,Denmark,4269,323,5793636,0.27506680548885915,7.36842977363438e-4
2020-04-05,Denmark,4561,292,5793636,0.2530238091875664,7.872431060563694e-4
2020-04-06,Denmark,4875,314,5793636,0.2537917579636037,8.414405047193162e-4
2020-04-07,Denmark,5266,391,5793636,0.27248835764353735,9.089283482773167e-4
2020-04-08,Denmark,5597,331,5793636,0.24318475357266606,9.660600010080025e-4
2020-04-09,Denmark,5830,233,5793636,0.19991421831044387,0.0010062765420540745
2020-04-10,Denmark,6014,184,5793636,0.17491505848668584,0.0010380355272578395
2020-04-11,Denmark,6191,177,5793636,0.1690854474752103,0.0010685862901984177
2020-04-12,Denmark,6369,178,5793636,0.167176172068444,0.0010993096563194512
2020-04-13,Denmark,6513,144,5793636,0.14869306271661117,0.0011241645143050063
2020-04-14,Denmark,6706,193,5793636,0.16964727182790754,0.0011574769281328685
2020-04-15,Denmark,6876,170,5793636,0.15723764357219708,0.0011868194688102601
2020-01-22,Djibouti,0,0,958920,0,0
2020-01-23,Djibouti,0,0,958920,0,0
2020-01-24,Djibouti,0,0,958920,0,0
2020-01-25,Djibouti,0,0,958920,0,0
2020-01-26,Djibouti,0,0,958920,0,0
2020-01-27,Djibouti,0,0,958920,0,0
2020-01-28,Djibouti,0,0,958920,0,0
2020-01-29,Djibouti,0,0,958920,0,0
2020-01-30,Djibouti,0,0,958920,0,0
2020-01-31,Djibouti,0,0,958920,0,0
2020-02-01,Djibouti,0,0,958920,0,0
2020-02-02,Djibouti,0,0,958920,0,0
2020-02-03,Djibouti,0,0,958920,0,0
2020-02-04,Djibouti,0,0,958920,0,0
2020-02-05,Djibouti,0,0,958920,0,0
2020-02-06,Djibouti,0,0,958920,0,0
2020-02-07,Djibouti,0,0,958920,0,0
2020-02-08,Djibouti,0,0,958920,0,0
2020-02-09,Djibouti,0,0,958920,0,0
2020-02-10,Djibouti,0,0,958920,0,0
2020-02-11,Djibouti,0,0,958920,0,0
2020-02-12,Djibouti,0,0,958920,0,0
2020-02-13,Djibouti,0,0,958920,0,0
2020-02-14,Djibouti,0,0,958920,0,0
2020-02-15,Djibouti,0,0,958920,0,0
2020-02-16,Djibouti,0,0,958920,0,0
2020-02-17,Djibouti,0,0,958920,0,0
2020-02-18,Djibouti,0,0,958920,0,0
2020-02-19,Djibouti,0,0,958920,0,0
2020-02-20,Djibouti,0,0,958920,0,0
2020-02-21,Djibouti,0,0,958920,0,0
2020-02-22,Djibouti,0,0,958920,0,0
2020-02-23,Djibouti,0,0,958920,0,0
2020-02-24,Djibouti,0,0,958920,0,0
2020-02-25,Djibouti,0,0,958920,0,0
2020-02-26,Djibouti,0,0,958920,0,0
2020-02-27,Djibouti,0,0,958920,0,0
2020-02-28,Djibouti,0,0,958920,0,0
2020-02-29,Djibouti,0,0,958920,0,0
2020-03-01,Djibouti,0,0,958920,0,0
2020-03-02,Djibouti,0,0,958920,0,0
2020-03-03,Djibouti,0,0,958920,0,0
2020-03-04,Djibouti,0,0,958920,0,0
2020-03-05,Djibouti,0,0,958920,0,0
2020-03-06,Djibouti,0,0,958920,0,0
2020-03-07,Djibouti,0,0,958920,0,0
2020-03-08,Djibouti,0,0,958920,0,0
2020-03-09,Djibouti,0,0,958920,0,0
2020-03-10,Djibouti,0,0,958920,0,0
2020-03-11,Djibouti,0,0,958920,0,0
2020-03-12,Djibouti,0,0,958920,0,0
2020-03-13,Djibouti,0,0,958920,0,0
2020-03-14,Djibouti,0,0,958920,0,0
2020-03-15,Djibouti,0,0,958920,0,0
2020-03-16,Djibouti,0,0,958920,0,0
2020-03-17,Djibouti,0,0,958920,0,0
2020-03-18,Djibouti,1,1,958920,1,1.0428398615108664e-6
2020-03-19,Djibouti,1,0,958920,0,1.0428398615108664e-6
2020-03-20,Djibouti,1,0,958920,0,1.0428398615108664e-6
2020-03-21,Djibouti,1,0,958920,0,1.0428398615108664e-6
2020-03-22,Djibouti,1,0,958920,0,1.0428398615108664e-6
2020-03-23,Djibouti,3,2,958920,0.816496580927726,3.128519584532599e-6
2020-03-24,Djibouti,3,0,958920,0,3.128519584532599e-6
2020-03-25,Djibouti,11,8,958920,0.8528028654224418,1.147123847661953e-5
2020-03-26,Djibouti,11,0,958920,0,1.147123847661953e-5
2020-03-27,Djibouti,12,1,958920,0.28867513459481287,1.2514078338130397e-5
2020-03-28,Djibouti,14,2,958920,0.3779644730092272,1.459975806115213e-5
2020-03-29,Djibouti,18,4,958920,0.4714045207910317,1.8771117507195594e-5
2020-03-30,Djibouti,18,0,958920,0,1.8771117507195594e-5
2020-03-31,Djibouti,30,12,958920,0.6324555320336759,3.128519584532599e-5
2020-04-01,Djibouti,33,3,958920,0.30151134457776363,3.441371542985859e-5
2020-04-02,Djibouti,40,7,958920,0.4183300132670378,4.171359446043466e-5
2020-04-03,Djibouti,49,9,958920,0.4285714285714286,5.109915321403245e-5
2020-04-04,Djibouti,50,1,958920,0.1414213562373095,5.214199307554332e-5
2020-04-05,Djibouti,59,9,958920,0.39056673294247163,6.152755182914112e-5
2020-04-06,Djibouti,90,31,958920,0.5868938953886337,9.385558753597797e-5
2020-04-07,Djibouti,90,0,958920,0,9.385558753597797e-5
2020-04-08,Djibouti,135,45,958920,0.5773502691896257,1.4078338130396695e-4
2020-04-09,Djibouti,135,0,958920,0,1.4078338130396695e-4
2020-04-10,Djibouti,150,15,958920,0.31622776601683794,1.5642597922662995e-4
2020-04-11,Djibouti,187,37,958920,0.44481565009208585,1.95011054102532e-4
2020-04-12,Djibouti,214,27,958920,0.35520166708373624,2.231677303633254e-4
2020-04-13,Djibouti,298,84,958920,0.5309229648742578,3.107662787302382e-4
2020-04-14,Djibouti,363,65,958920,0.42315878920511946,3.785508697284445e-4
2020-04-15,Djibouti,435,72,958920,0.4068381021724862,4.536353397572269e-4
2020-01-22,Dominica,0,0,71625,0,0
2020-01-23,Dominica,0,0,71625,0,0
2020-01-24,Dominica,0,0,71625,0,0
2020-01-25,Dominica,0,0,71625,0,0
2020-01-26,Dominica,0,0,71625,0,0
2020-01-27,Dominica,0,0,71625,0,0
2020-01-28,Dominica,0,0,71625,0,0
2020-01-29,Dominica,0,0,71625,0,0
2020-01-30,Dominica,0,0,71625,0,0
2020-01-31,Dominica,0,0,71625,0,0
2020-02-01,Dominica,0,0,71625,0,0
2020-02-02,Dominica,0,0,71625,0,0
2020-02-03,Dominica,0,0,71625,0,0
2020-02-04,Dominica,0,0,71625,0,0
2020-02-05,Dominica,0,0,71625,0,0
2020-02-06,Dominica,0,0,71625,0,0
2020-02-07,Dominica,0,0,71625,0,0
2020-02-08,Dominica,0,0,71625,0,0
2020-02-09,Dominica,0,0,71625,0,0
2020-02-10,Dominica,0,0,71625,0,0
2020-02-11,Dominica,0,0,71625,0,0
2020-02-12,Dominica,0,0,71625,0,0
2020-02-13,Dominica,0,0,71625,0,0
2020-02-14,Dominica,0,0,71625,0,0
2020-02-15,Dominica,0,0,71625,0,0
2020-02-16,Dominica,0,0,71625,0,0
2020-02-17,Dominica,0,0,71625,0,0
2020-02-18,Dominica,0,0,71625,0,0
2020-02-19,Dominica,0,0,71625,0,0
2020-02-20,Dominica,0,0,71625,0,0
2020-02-21,Dominica,0,0,71625,0,0
2020-02-22,Dominica,0,0,71625,0,0
2020-02-23,Dominica,0,0,71625,0,0
2020-02-24,Dominica,0,0,71625,0,0
2020-02-25,Dominica,0,0,71625,0,0
2020-02-26,Dominica,0,0,71625,0,0
2020-02-27,Dominica,0,0,71625,0,0
2020-02-28,Dominica,0,0,71625,0,0
2020-02-29,Dominica,0,0,71625,0,0
2020-03-01,Dominica,0,0,71625,0,0
2020-03-02,Dominica,0,0,71625,0,0
2020-03-03,Dominica,0,0,71625,0,0
2020-03-04,Dominica,0,0,71625,0,0
2020-03-05,Dominica,0,0,71625,0,0
2020-03-06,Dominica,0,0,71625,0,0
2020-03-07,Dominica,0,0,71625,0,0
2020-03-08,Dominica,0,0,71625,0,0
2020-03-09,Dominica,0,0,71625,0,0
2020-03-10,Dominica,0,0,71625,0,0
2020-03-11,Dominica,0,0,71625,0,0
2020-03-12,Dominica,0,0,71625,0,0
2020-03-13,Dominica,0,0,71625,0,0
2020-03-14,Dominica,0,0,71625,0,0
2020-03-15,Dominica,0,0,71625,0,0
2020-03-16,Dominica,0,0,71625,0,0
2020-03-17,Dominica,0,0,71625,0,0
2020-03-18,Dominica,0,0,71625,0,0
2020-03-19,Dominica,0,0,71625,0,0
2020-03-20,Dominica,0,0,71625,0,0
2020-03-21,Dominica,0,0,71625,0,0
2020-03-22,Dominica,1,1,71625,1,1.3961605584642234e-5
2020-03-23,Dominica,2,1,71625,0.7071067811865476,2.7923211169284468e-05
2020-03-24,Dominica,2,0,71625,0,2.7923211169284468e-05
2020-03-25,Dominica,7,5,71625,0.8451542547285166,9.773123909249564e-5
2020-03-26,Dominica,11,4,71625,0.6030226891555273,1.5357766143106458e-4
2020-03-27,Dominica,11,0,71625,0,1.5357766143106458e-4
2020-03-28,Dominica,11,0,71625,0,1.5357766143106458e-4
2020-03-29,Dominica,11,0,71625,0,1.5357766143106458e-4
2020-03-30,Dominica,11,0,71625,0,1.5357766143106458e-4
2020-03-31,Dominica,12,1,71625,0.28867513459481287,1.675392670157068e-4
2020-04-01,Dominica,12,0,71625,0,1.675392670157068e-4
2020-04-02,Dominica,12,0,71625,0,1.675392670157068e-4
2020-04-03,Dominica,12,0,71625,0,1.675392670157068e-4
2020-04-04,Dominica,14,2,71625,0.3779644730092272,1.9546247818499128e-4
2020-04-05,Dominica,14,0,71625,0,1.9546247818499128e-4
2020-04-06,Dominica,15,1,71625,0.2581988897471611,2.094240837696335e-4
2020-04-07,Dominica,15,0,71625,0,2.094240837696335e-4
2020-04-08,Dominica,15,0,71625,0,2.094240837696335e-4
2020-04-09,Dominica,15,0,71625,0,2.094240837696335e-4
2020-04-10,Dominica,16,1,71625,0.25,2.2338568935427575e-4
2020-04-11,Dominica,16,0,71625,0,2.2338568935427575e-4
2020-04-12,Dominica,16,0,71625,0,2.2338568935427575e-4
2020-04-13,Dominica,16,0,71625,0,2.2338568935427575e-4
2020-04-14,Dominica,16,0,71625,0,2.2338568935427575e-4
2020-04-15,Dominica,16,0,71625,0,2.2338568935427575e-4
2020-01-22,Dominican Republic,0,0,10627165,0,0
2020-01-23,Dominican Republic,0,0,10627165,0,0
2020-01-24,Dominican Republic,0,0,10627165,0,0
2020-01-25,Dominican Republic,0,0,10627165,0,0
2020-01-26,Dominican Republic,0,0,10627165,0,0
2020-01-27,Dominican Republic,0,0,10627165,0,0
2020-01-28,Dominican Republic,0,0,10627165,0,0
2020-01-29,Dominican Republic,0,0,10627165,0,0
2020-01-30,Dominican Republic,0,0,10627165,0,0
2020-01-31,Dominican Republic,0,0,10627165,0,0
2020-02-01,Dominican Republic,0,0,10627165,0,0
2020-02-02,Dominican Republic,0,0,10627165,0,0
2020-02-03,Dominican Republic,0,0,10627165,0,0
2020-02-04,Dominican Republic,0,0,10627165,0,0
2020-02-05,Dominican Republic,0,0,10627165,0,0
2020-02-06,Dominican Republic,0,0,10627165,0,0
2020-02-07,Dominican Republic,0,0,10627165,0,0
2020-02-08,Dominican Republic,0,0,10627165,0,0
2020-02-09,Dominican Republic,0,0,10627165,0,0
2020-02-10,Dominican Republic,0,0,10627165,0,0
2020-02-11,Dominican Republic,0,0,10627165,0,0
2020-02-12,Dominican Republic,0,0,10627165,0,0
2020-02-13,Dominican Republic,0,0,10627165,0,0
2020-02-14,Dominican Republic,0,0,10627165,0,0
2020-02-15,Dominican Republic,0,0,10627165,0,0
2020-02-16,Dominican Republic,0,0,10627165,0,0
2020-02-17,Dominican Republic,0,0,10627165,0,0
2020-02-18,Dominican Republic,0,0,10627165,0,0
2020-02-19,Dominican Republic,0,0,10627165,0,0
2020-02-20,Dominican Republic,0,0,10627165,0,0
2020-02-21,Dominican Republic,0,0,10627165,0,0
2020-02-22,Dominican Republic,0,0,10627165,0,0
2020-02-23,Dominican Republic,0,0,10627165,0,0
2020-02-24,Dominican Republic,0,0,10627165,0,0
2020-02-25,Dominican Republic,0,0,10627165,0,0
2020-02-26,Dominican Republic,0,0,10627165,0,0
2020-02-27,Dominican Republic,0,0,10627165,0,0
2020-02-28,Dominican Republic,0,0,10627165,0,0
2020-02-29,Dominican Republic,0,0,10627165,0,0
2020-03-01,Dominican Republic,1,1,10627165,1,9.409847311112606e-8
2020-03-02,Dominican Republic,1,0,10627165,0,9.409847311112606e-8
2020-03-03,Dominican Republic,1,0,10627165,0,9.409847311112606e-8
2020-03-04,Dominican Republic,1,0,10627165,0,9.409847311112606e-8
2020-03-05,Dominican Republic,1,0,10627165,0,9.409847311112606e-8
2020-03-06,Dominican Republic,2,1,10627165,0.7071067811865476,1.8819694622225212e-7
2020-03-07,Dominican Republic,2,0,10627165,0,1.8819694622225212e-7
2020-03-08,Dominican Republic,5,3,10627165,0.7745966692414834,4.704923655556303e-7
2020-03-09,Dominican Republic,5,0,10627165,0,4.704923655556303e-7
2020-03-10,Dominican Republic,5,0,10627165,0,4.704923655556303e-7
2020-03-11,Dominican Republic,5,0,10627165,0,4.704923655556303e-7
2020-03-12,Dominican Republic,5,0,10627165,0,4.704923655556303e-7
2020-03-13,Dominican Republic,5,0,10627165,0,4.704923655556303e-7
2020-03-14,Dominican Republic,11,6,10627165,0.7385489458759964,1.0350832042223867e-6
2020-03-15,Dominican Republic,11,0,10627165,0,1.0350832042223867e-6
2020-03-16,Dominican Republic,11,0,10627165,0,1.0350832042223867e-6
2020-03-17,Dominican Republic,21,10,10627165,0.6900655593423543,1.9760679353336474e-6
2020-03-18,Dominican Republic,21,0,10627165,0,1.9760679353336474e-6
2020-03-19,Dominican Republic,34,13,10627165,0.6183469424008423,3.199348085778286e-6
2020-03-20,Dominican Republic,72,38,10627165,0.7264831572567789,6.775090064001077e-6
2020-03-21,Dominican Republic,112,40,10627165,0.5976143046671968,1.053902898844612e-5
2020-03-22,Dominican Republic,202,90,10627165,0.6674912392349772,1.9007891568447463e-5
2020-03-23,Dominican Republic,245,43,10627165,0.41893937996043373,2.3054125912225887e-5
2020-03-24,Dominican Republic,312,67,10627165,0.46340434799814917,2.935872361067133e-5
2020-03-25,Dominican Republic,392,80,10627165,0.45175395145262565,3.6886601459561415e-5
2020-03-26,Dominican Republic,488,96,10627165,0.4435327625727437,4.592005487822952e-5
2020-03-27,Dominican Republic,581,93,10627165,0.4000860492641986,5.467121287756424e-5
2020-03-28,Dominican Republic,719,138,10627165,0.4381018610003398,6.765680216689964e-5
2020-03-29,Dominican Republic,859,140,10627165,0.403708074660371,8.083058840245729e-5
2020-03-30,Dominican Republic,901,42,10627165,0.21590477614920878,8.478272427312458e-5
2020-03-31,Dominican Republic,1109,208,10627165,0.4330777725518236,1.043552066802388e-4
2020-04-01,Dominican Republic,1284,175,10627165,0.3691785948439667,1.2082243947468587e-4
2020-04-02,Dominican Republic,1380,96,10627165,0.2637521893583148,1.2985589289335396e-4
2020-04-03,Dominican Republic,1488,108,10627165,0.26940795304016235,1.4001852798935558e-4
2020-04-04,Dominican Republic,1488,0,10627165,0,1.4001852798935558e-4
2020-04-05,Dominican Republic,1745,257,10627165,0.38376807705012506,1.6420183557891497e-4
2020-04-06,Dominican Republic,1828,83,10627165,0.21308405384818538,1.7201200884713844e-4
2020-04-07,Dominican Republic,1956,128,10627165,0.25581179175643176,1.8405661340536257e-4
2020-04-08,Dominican Republic,2111,155,10627165,0.2709703251297087,1.9864187673758712e-4
2020-04-09,Dominican Republic,2349,238,10627165,0.3183075721925459,2.2103731333803512e-4
2020-04-10,Dominican Republic,2620,271,10627165,0.3216132996376499,2.465379995511503e-4
2020-04-11,Dominican Republic,2759,139,10627165,0.22445617093601525,2.596176873135968e-4
2020-04-12,Dominican Republic,2967,208,10627165,0.26477251111548517,2.79190169720711e-4
2020-04-13,Dominican Republic,3167,200,10627165,0.25129911905363483,2.980098643429362e-4
2020-04-14,Dominican Republic,3286,119,10627165,0.19030039999906787,3.0920758264316026e-4
2020-04-15,Dominican Republic,3614,328,10627165,0.3012609544906355,3.400718818236096e-4
2020-01-22,Ecuador,0,0,17084357,0,0
2020-01-23,Ecuador,0,0,17084357,0,0
2020-01-24,Ecuador,0,0,17084357,0,0
2020-01-25,Ecuador,0,0,17084357,0,0
2020-01-26,Ecuador,0,0,17084357,0,0
2020-01-27,Ecuador,0,0,17084357,0,0
2020-01-28,Ecuador,0,0,17084357,0,0
2020-01-29,Ecuador,0,0,17084357,0,0
2020-01-30,Ecuador,0,0,17084357,0,0
2020-01-31,Ecuador,0,0,17084357,0,0
2020-02-01,Ecuador,0,0,17084357,0,0
2020-02-02,Ecuador,0,0,17084357,0,0
2020-02-03,Ecuador,0,0,17084357,0,0
2020-02-04,Ecuador,0,0,17084357,0,0
2020-02-05,Ecuador,0,0,17084357,0,0
2020-02-06,Ecuador,0,0,17084357,0,0
2020-02-07,Ecuador,0,0,17084357,0,0
2020-02-08,Ecuador,0,0,17084357,0,0
2020-02-09,Ecuador,0,0,17084357,0,0
2020-02-10,Ecuador,0,0,17084357,0,0
2020-02-11,Ecuador,0,0,17084357,0,0
2020-02-12,Ecuador,0,0,17084357,0,0
2020-02-13,Ecuador,0,0,17084357,0,0
2020-02-14,Ecuador,0,0,17084357,0,0
2020-02-15,Ecuador,0,0,17084357,0,0
2020-02-16,Ecuador,0,0,17084357,0,0
2020-02-17,Ecuador,0,0,17084357,0,0
2020-02-18,Ecuador,0,0,17084357,0,0
2020-02-19,Ecuador,0,0,17084357,0,0
2020-02-20,Ecuador,0,0,17084357,0,0
2020-02-21,Ecuador,0,0,17084357,0,0
2020-02-22,Ecuador,0,0,17084357,0,0
2020-02-23,Ecuador,0,0,17084357,0,0
2020-02-24,Ecuador,0,0,17084357,0,0
2020-02-25,Ecuador,0,0,17084357,0,0
2020-02-26,Ecuador,0,0,17084357,0,0
2020-02-27,Ecuador,0,0,17084357,0,0
2020-02-28,Ecuador,0,0,17084357,0,0
2020-02-29,Ecuador,0,0,17084357,0,0
2020-03-01,Ecuador,6,6,17084357,1,3.511984676976722e-7
2020-03-02,Ecuador,6,0,17084357,0,3.511984676976722e-7
2020-03-03,Ecuador,7,1,17084357,0.3779644730092272,4.0973154564728426e-7
2020-03-04,Ecuador,10,3,17084357,0.5477225575051661,5.853307794961203e-7
2020-03-05,Ecuador,13,3,17084357,0.4803844614152614,7.609300133449564e-7
